label,event,target_text,response_text
oppose,Santa_Fe_Shooting,,"If bullshit was a mountain, this dude donned crampons, ascended to the summit and planted a flag. And that flag reads, BULLSHIT. https://t.co/th1NUlLDSr"
neutral,Iran_Deal,"""The United States, our partners &amp; the world are more secure"" —@POTUS a year after #IranDeal https://t.co/4WGFL6wyRO https://t.co/N94icSElUU",Only upside to Obama's Orwellian attempts to lie about idiocy: there's a paper trail. https://t.co/DeXRmX4hx7
oppose,Santa_Fe_Shooting,"I asked Trump nominee Gina Haspel four different times whether she believe the CIA’s previous interrogation techniques, like waterboarding, were immoral. She repeatedly declined to answer. https://t.co/UhH0j3U4uY","Kamala spread her legs &amp; lies all the way to the top.

She can't stand to see strong women break glass ceilings in… https://t.co/9ZaT9iU8yZ"
neutral,General_Terms,"After a fake interview of Alexandria Ocasio-Cortez went viral, its maker said it was satire https://t.co/orSsJwP93C",@washingtonpost This does NOT help the camp crying #Fakenews ....
Queries,Iran_Deal,"Alejandro Agag on #bbcqt claims Obama brokered the Iran Deal on behalf of the American people. Pretty rich, given that he never took it to Congress in an appropriate manner. Ruling via bureaucracy. Undemocratic to the core.",@KateAndrs I think the narrative abt D deal being abt Obama or America or it's congress is wrong.D deal was done with https://t.co/Iro7QIaqqP was sort of D world vs Iran.Consensus I thought was essential 2democracy.What exactly is undemocratic in agreeing with ur allies in solving a prob.?
neutral,Student_Marches,"Funny how the Florida students won’t stop attacking the NRA but also show support for communist countries.

Number of people killed by communism: 100 million in the 20th century

Number of people killed by the NRA: 0

They don’t care about saving lives. They want control","And they imagine that they will be among the elite in the 'new order.'
Bullshit.  They would be 
A. beheaded in a muslim caliphate
B. sent to gulags in a new Communist America.
The fools may appear useful now, but they are still fools.  Later? Scrap heap. https://t.co/m5chD652wu"
oppose,Iran_Deal,Real life Handmaiden's Tale: Video uploaded by @AlinejadMasih shows female morality officers grabbing woman for allegedly wearing improper hijab. #Iran https://t.co/HPH4DCDl0I,@MrAndyNgo @Natsecjeff @AlinejadMasih Fake.
concur,General_Terms,Wonder why @BarackObama is so quiet right now. https://t.co/0vE0csqlBM,LIAR IN CHIEF!! HIS WHOLE LIFE HAS BEEN ONE ENORMOUS LIE AFTER ANOTHER!! https://t.co/YsCnsdBlHt
oppose,Student_Marches,,"By the way, been waiting for you to say or tweet something that is not a lie or embarrassingly stupid. Been waiting quite a long time ... https://t.co/owUVMSIL9G"
concur,Santa_Fe_Shooting,"Weird how the NRA’s answer to gun violence always involves buying more guns, it’s almost like its sole purpose is making money for gun manufacturers. #GunControl","@thistallawkgirl @Acute_Tweetment Not true!

The NRA also launders campaign contributions for Putin."
neutral,Iran_Deal,,"Only 29% of Trumpkin's base say it's great he pulled out of the Iran agreement, 62% think it's wrong.  So there you have it Donald.  So blow up everything else along with your adviser Bolton. https://t.co/kwCqLT6CnR"
neutral,General_Terms,"READ ON AIR: ""Trump's tariffs take a toll on farmers in pivotal Pennsylvania ahead of midterm elections, but House candidates are treading carefully"" https://t.co/ChDnE4CfFh via @CNBC @jacobpramuk",@cspanwj @CNBC @jacobpramuk But he’s lying and blaming everyone except self
neutral,Iran_Deal,"Want to see something SO creepy?

Look.
They’re always coordinated.
They tweet at the same time.
Same words.
Like drones.

👉4am talking points
👉SecureDrop

#MAGA #QAnon #IranDeal #Iran .@POTUS 
.@realDonaldTrump #DeepStateInPanic #DrainTheSwamp #DrainTheDeepState #ObamaLegacy https://t.co/aFjJrMPWP0",Their BS Opposition and criticism is like pissing into the wind... they're all wet! https://t.co/3IfxZZyS4z
oppose,Student_Marches,It’s a shame schools don’t teach the U.S. Constitution anymore. Appreciation for our 2A is lost when history is forgotten and ignored in favor of “feelings” 101. #MarchForOurLives,dumb fuck i had to pass the constitution test to graduate high school stop blurting bullshit https://t.co/nzIbZ0HroK
oppose,Iran_Deal,"Pence is right. The entire ""Russian collusion"" investigation is based on nothing more than the hysteria that was cgenerated by the establishment's shock and butt-hurt at Hillary losing.

Time to wrap it up.",@PrisonPlanet @Barabbus2112 WRONG. Hitlary was out for Russia before that. I recall she was a huge risk as far as starting WW3 w them. DeepState have been very antagonistic towards Putin. They WANT a war. They WANT a situation where ppl would accept a 1WG. They gave uranium to Iran to bomb US &amp; set R up
oppose,Student_Marches,"Canada’s Conservatives believe in concrete actions to keep Canadians safe. The focus should be on criminals who use guns to commit violent crime. Instead, Justin Trudeau has failed and he’s treating law-abiding firearms owners like criminals. https://t.co/k4NMH3Bqxt","Retweet to tell @AndrewScheer Canada isn't buying these cheap lies. Retweet to tell @AndrewScheer we would like a statesman for leader of H.M.'s loyal opposition, not a lying alarmist. #cdnpoli #ScheerLies https://t.co/xvCg8TZ2Uu"
oppose,Santa_Fe_Shooting,All Americans are heartbroken by yet another attack on a school. We should lift up in prayer the victims &amp; their families. And we should all be grateful for the police officers and for the teachers &amp; students of #SantaFeHighSchool whose brave actions saved lives today.,"@marcorubio Bullshit translator: All Americans are heartbroken by yet another senator sell-out to the NRA. We should lift up in solidarity to PREVENT mass school shootings, so that we won't need to just pray for victims and their families. 1/2"
neutral,Iran_Deal,"Trump has withdrawn the United States from:

- Paris climate deal
- Trans Pacific Partnership
- UNESCO
- Iran nuclear deal",He got three out of four wrong https://t.co/aReduh0Kh1
concur,Iran_Deal,"The left is already saying that if Trump pulls out of the Iran deal it'll start a war with Iran. Weren't we supposed to be a nuclear war with Russia already? Weren't we supposed to be at nuclear war with North Korea? If you liberals fall for this again, you seriously need  help",@1776Stonewall That is total BS. Iran is not in a position to go to war with anyone. The regime is terrified. Trump should remove that regime and bring freedom back to that country. That is fastest and most efficient way to combat terrorism across the globe and to deflate the globalist agenda!
neutral,General_Terms,"Asked on Fox News whether he buys Trump's ""wouldn't"" revision, Sen. Rob Portman says he takes the president at his word.","@robportman so you believe a liar.

The President called America foolish.

Said he believes Putin.

Said the Mueller investigation, which has found criminal activity, is harming America. Not the hacking that started the investigation.

Senator, you are a colluder w/ Trump. https://t.co/NUddysEUXo"
neutral,General_Terms,"New from @GloriaBorger: Source with knowledge of the Trump tape says that the conversation between Trump and Cohen is not as Rudy Giuliani has described. This source says the tape is not good for Trump (Giuliani claims it is exculpatory), but would not elaborate.","You know, I really hadn't missed Rudy doing the media rounds with his revolving door of lies. https://t.co/y4iFBDdMiJ"
neutral,Iran_Deal,Here’s a poll for that post on most left on corporate cable news who gets paid. This is based on people’s responses to original tweet. Feel free to write in.,"@jeremyscahill There are no leftist.  

Although @TuckerCarlson has taken the most leftist positions. Speaking out against the myth of Russiagate and the call of the neocons in both the Democratic &amp; Republican parties for bombing Iran and staring World War 3.

He's on the right side of History!"
neutral,Santa_Fe_Shooting,"Parkland students provide quiet advice to students in Santa Fe, Tex., on how to move on after a school shooting, ""how not to get too sad"" https://t.co/lTkj3wvhQu","There is no such thing as ""too sad"" when you take action to reverse the situation. https://t.co/hnHZxPgGih"
neutral,Santa_Fe_Shooting,"I hear a lot of reporting &amp; commentary about Trump degrading America's decency. I disagree.  While Trump has brought out the worst in many #MAGA, he has also awakened and fortified the core decency in many more. The need to protect that decency is what motivates us to resist.","@OMGno2trump Trump made:

- 18 false claims at his Michigan rally
- 10 false claims to Fox and Friends
- 9 false claims at his Indiana rally
- 8 false claims at his Ohio tax event
- 6 false claims to the NRA

80 false claims in 3 weeks. #Trumpcheck mega-update:"
oppose,General_Terms,"It is a human rights violation to separate children from parents, as ICE has done.

This admin continues to keep children from their parents. Sexual assault and abuse is not uncommon in ICE detention, either.

This is a moral crisis. And we must address it.https://t.co/C06jKccdVT","@Ocasio2018 This is the new face of the Democratic party?  A liar?  Good God!  ICE does not separate children and their parents.  Border patrol does. ICE provides the shelters for them, they come in separated. Do your freaking homework! I'm an embarrassed New Yorker.  Sorry USA for this!"
neutral,General_Terms,"JC to Sam - what if there's a tie? 
Sam- what do you mean what if there's a tie.. oh fuck 
JC- you haven't thought about that 
Sam - no   #BB20 https://t.co/pAvZyQPIwz",@BBrotherUpdates HAH HA JC picked the wrong side bye bye
concur,Iran_Deal,,Lies lies lies....only fact is OBAMA gave them $140billion https://t.co/IdxocTqOTz
neutral,General_Terms,From both of Harry’s tours which are your favorite suits,"@AchooTheLegend That one from Moscow show. Ooh, wait, there are no shows in Russia at all"
concur,Santa_Fe_Shooting,Sarah Huckabee Sanders Is Trying To Con You Into Believing Trump Will Do Something About Guns https://t.co/130uL3tHe3 https://t.co/42QbT9LNDK,@PressSec keep spinning the bs Sarah.  The fact is that @realDonaldTrump and @VP and @tedcruz and the rest of your @GOP pals were at the @NRA convention supporting their biggest cash cow last week.  How many more children will get your hollow thoughts and prayers? https://t.co/dyEw1JCxNv
neutral,Santa_Fe_Shooting,Texas flags across the state are being lowered to half-staff in memory of those who lost their lives in the school shooting at Santa Fe High School today. https://t.co/9EDi6pjIFk https://t.co/ZVAgkIRbzU,"Cute. “flags are being lowered...”
Tired of “thoughts &amp; prayers” BS
How about passing some common sense legislation instead... https://t.co/rn80Pc0d5P"
neutral,Iran_Deal,JUST IN: Four Israeli jets crossed through Lebanese airspace,"@spectatorindex Funny how people are happy about it, with Israel false flagging for months to push the US at war with Syria, Russia and Iran."
oppose,Santa_Fe_Shooting,"With a school shooting back in the news, there is only one sensible solution. BAN GUN FREE ZONES. 98% of mass shootings since 1950 have happened in gun free zones. I'm disgusted that the government would leave our most vulnerable as sitting ducks.",There’s really something wrong with the people in this country 🤦‍♀️ https://t.co/pBnszZUjss
oppose,General_Terms,nice that this white nationalist has a platform https://t.co/KYxP4WlZKr,@jbouie anton: buhhhhh we did the 14th amendment so people born in the U.S. wouldn't be denied citizenship. buhhh therefore it is incorrect to try to say we should read the 14th to say people born here get citizenship buhhh
neutral,General_Terms,Congrats to the Staten Island Solar Car Club on their 2nd place finish at the national Solar Car Challenge! This achievement is a reflection of their hard work &amp; determination. It's great to see the next generation harness the power of STEM to create a car of the future! https://t.co/qQtNE6P8rN,"@RepDanDonovan It would be great to see the GOP get behind renewable energy sources instead of clinging to a dead coal industry. 

“There is no Planet B”.   Pres.  Macron"
oppose,Santa_Fe_Shooting,,Beat our kids to teach them that violence is wrong..... mmmmmmmm maybe not. https://t.co/0DP8gSU7n8
oppose,General_Terms,PLEASE SHARE: Brand new #qanon says @wikileaks will be indicted this week by #MuellerInvestigation #WWG1WGA #QArmy https://t.co/xp0SdO1D0E,"@jerom_corsi @wikileaks https://t.co/nH3jni4M73 hasn't been updated, so I think this is a fake Q."
concur,Student_Marches,"hi @guardianperkins, this line of your article is untrue and defamatory, please correct it. thanks https://t.co/AJrvM1UJBz",@samfoster99 @guardianperkins Lying is the new journalism. The @guardian will print any lie as long as it smears Corbyn.
concur,Santa_Fe_Shooting,CNN Says There Have Been 22 School Shootings This Year. That’s A Lie. https://t.co/ZBZoEMNiIf,@RealSaavedra U know any school shooting is bad. But don’t lie. CNN we are tired of your lies.
concur,Iran_Deal,"Netanyahu over the years..
1992: Iran “3 to 5 years” from nuke
1995: “3 to 5 years”
1996: Iran threat to “all mankind”
2002: Iraq on way to nuke “no question”
2009: Iran “1 or 2 years away”
2009: Iran can make a bomb
2012: Iran “few months away”

Who cares what he says in 2018?","Every time Bibi lies, he gets more press attention. Like the Neocons, being wrong merely makes them more insistent about their next (erroneous) prediction. https://t.co/55M9CxC82D"
concur,General_Terms,"My tl is full of white people saying Mississippi isn’t racist and they’ve never seen a KKK member there.
I lived in Memphis for quite a few years. If you kept going down the street I lived on, you’d be in Mississippi.
I saw a whole klan parade. These people are full of shit.",They lying like shit https://t.co/1vXsMkMNw3
neutral,General_Terms,This HAS to be a joke https://t.co/tXTNTUQyaj,@Sakura_n_Yoongz It's obviously someone trying to get a rise out of armys. I'd say block and move on with your life because there is no winning with stupid
oppose,Santa_Fe_Shooting,"Issued a statewide call for Texans to take part in a moment of silence at 10:00 AM C.T. tomorrow, May 21, 2018, to honor the memory of the victims of the Santa Fe High School shooting.  https://t.co/EqGrxvFyBl",@GovAbbott Its just fake. If really think of gun control. Ban guns. He will di nothing
concur,Santa_Fe_Shooting,".@NRA members need a hunting license to shoot animals. 
So, yeah, the government knows they have guns.
Seriously, how stupid are these people?","@EdanClay @NRA They’ll believe whatever benefits them the most...stupid, stubborn, judgmental, selfish, deceitful, narcissistic, hateful, racist, controlling, myopic hypocrites

It’s always been like this. They’ve just never had a leader at the top

#WeaponizedLeadership
#LeadershipByHypocrisy https://t.co/jyPpFLvk0b"
concur,Santa_Fe_Shooting,School Shooter Found Carrying Symbol Linked to Radical Trump Haters https://t.co/WZbwcqZnN2,"🌐 Thank You MSM &amp; DEMS for another job well done with your constant anti Trump hatred filled with dangerous lies. And don't bother with the NRA bullshit narrative, people are not buying it anymore. Try looking into the possibility that these kids &amp; meds may have played a part. https://t.co/4lFKh5bQDt"
oppose,Student_Marches,,@realDonaldTrump Lie away - retired justice is a REPUBLICAN.  No Democrat has said they want to do away with the Second Amendment. Liar Liar Liar Liar.
oppose,Student_Marches,Search warrant in Cohen raid sought info on taxi medallions https://t.co/CuZbjkHiZH,"@kaitlancollins This is such BS.  Really, this is what they are worried about?  Hillary deleted 33,000 emails, and they care about some floozy and 10 years ago. This is scary stuff for America."
concur,Iran_Deal,Here's a Collection of Ben Rhodes' Tweets That Got Everything Wrong on Iran https://t.co/fTJqT6Uete #Trending via @pjmedia_com,".@benrhodes used his Creative Writing degree (yes, that is his degree and qualification) to spew obama lies.  Oh, and his bro, David Rhodes, is President of CBS News.  Incest between Swamp and MSM is strong. https://t.co/4HYfzYeSh8 https://t.co/bAZacF0zLu"
oppose,General_Terms,The most amazing thing about the fiasco yesterday is how it was Obama's fault.,@WilliamScurry your putting #liberal bias and #elite on the presser yesterday!! SOME of us dont think it was bad #flyover county peopl can deal with honesty from @realDonaldTrump but if #snowflakes focus on bad and #FakeNews l what do you expect? ?? did u even watch #hannity for explanation??
concur,Santa_Fe_Shooting,"There is no first amendment without the second amendment

Look at the UK:

You say something that offends people, go to jail, &amp; then press is not allowed to report on the case

You can’t pick and choose your freedoms

You are either free, or not","Their lies the reason for the Revolutionary war.  Also to some extent the war of 1812. Though it was more related to trade. But it did boost American confidence in governing ourselves.
Its just a shame we need to kill each other to become friends in the end if Democracy wins. https://t.co/3IQ3iVrhDX"
oppose,Iran_Deal,"""I am announcing today the United States will withdraw from the Iran nuclear deal."" -Trump

Adds ""highest level"" of economic sanctions will be put back on Iran.

Deep State wins. War with Iran is highly likely.",Wrong @KimDotcom. We have been at war with Iran for 40 years. It's high time we recognized this fact and did something about it. The mullah's days are numbered. Peace in the ME will be a reality. https://t.co/JyClYzwmCr
concur,Santa_Fe_Shooting,"""There would be many fewer 'accidents' involving small children and shootings by teens if gun-owning adults locked up their weapons. Those who do not do so should be held criminally, and very publicly, accountable."" - @DMRegister Editorial Board

https://t.co/75mODaWqlv https://t.co/OdM8YsQMzz","Hey @NRA, how would requiring people to lock up their guns violate the 2nd amendment? Certainly, you have some BS argument for that. @DLoesch can we have a diatribe on how this one safety measure would harm gun owners? https://t.co/ZMhFeuFOTz"
Queries,General_Terms,"Herdsmen attacked people today at Benin-Ore road... 

Listen, if it's not important, don't travel by road... 

Nigeria is not safe","Wait, what? Surely that's not true. Link? https://t.co/Izot9k3bq0"
oppose,General_Terms,,@realDonaldTrump According to who? Fake news...
Queries,General_Terms,"Sad news, memorial wall for this legend? https://t.co/Qqt1eBbVT4",@lushsux Wait Ninja is dead or it's fake news?
neutral,Iran_Deal,"Tom Cotton is asking the dumbest questions ever. “If you had been nominated by Pres. Obama how many votes do you think you would have gotten?”

Silence.

“You don’t have to answer that question.” 

Ridiculous.",@Karoli We know that he should have been charged and tried for sedition along with a bunch of his lying ass colleagues for trying to undermine the Iran nuclear deal when Obama was President. He was and is a wretched excuse for a human being.
oppose,General_Terms,,"@DailyPostNGR 1,000 security men and he did a road walk yesterday, common stop all the lies that can easily be debunked.

Even if you want to engage in propaganda do it intellectually"
oppose,General_Terms,"The NFL National Anthem Debate is alive and well again - can’t believe it! Isn’t it in contract that players must stand at attention, hand on heart? The $40,000,000 Commissioner must now make a stand. First time kneeling, out for game. Second time kneeling, out for season/no pay!","The day we can't protest in peace is the day you'll be King, or whatever the hell you dream up in that thing you call a brain, but RT now UR a fraud a thief a filthy womenizer a con &amp; a liar of the worse kind--Just Know, you're never gonna be a King you're never gonna be Putin. https://t.co/jJvI5znf8d"
concur,Iran_Deal,"History is repeating itself. What will you do?
If you call yourself part of #TheResistance, this is the time to wake up. This is the time to actually resist. Don’t let them turn Iran into the next Iraq. #IranDeal https://t.co/TqCn5qptlA","Donald Trump is not my president. I reject his lies of legitimacy. I did not vote for him. He does not speak for me. And if you care about peace, if you care about breaking the endless chain of war... you will say the same and oppose him and everything he stands for as you can. https://t.co/TqxBtz5Yjq"
oppose,Santa_Fe_Shooting,"Liberal Ken - My Safety is More Important than your Freedom! #GunControl
#guns #gunsense #2A #NRAkillsKids

https://t.co/8ws8W2zVIp",False choice. https://t.co/woHmJpNaRN
neutral,Student_Marches,"#MarchForOurLives crowd bigger than Trump's inauguration, officials say https://t.co/SBZzRjaohh",Bahahaha @realDonaldTrump will you say this is fake news!! https://t.co/qeeGO5PrdS
concur,General_Terms,"When my oldest son was born, I quit my full time job to stay at home with him.

When I did this I had people tell me I was lazy and not a ""real"" man because of this decision. 

Real men should be the bread winner for their family. Women are better at child care they said.","@JeffHoogland You could lie down for people to walk on you, and they would still complain you're not flat enough. Live your life."
concur,Iran_Deal,#BREAKING: Israeli Prime Minister @netanyahu statement on Iran nuclear deal: Iran has lied ‘big time.’ Iran has intensified efforts to hide nuclear files after signing 2015 #JCPOA. https://t.co/IpWTdvw7kI,"All countries Lie and that includes Israel UK US and every other country I never thought for a moment that Iran wouldn't continue it NUKE program But who made the west and Israel the police of the world 
Its not like the West don't use Blackmail Bribery and War for self promotion https://t.co/SoPKePjQ8u"
concur,Santa_Fe_Shooting,"We have already sacrificed too much on gun rights. If you support the 2A &amp; the right to self-defense, you would not support any further gun control legislation. If we continue to ""negotiate"" our rights, we will find ourselves without them. #2A #CampusCarryNow","A few historical quotes to put all this anti-2nd Amendment BS into perspective...

They who can give up essential liberty to obtain a little temporary safety deserve neither liberty nor safety.
-- Ben Franklin https://t.co/tgCfSFpXjJ"
oppose,Iran_Deal,,Stop spreading lies @robreiner. It’s the other way around. Israel attacked Iran. Are you that ignorant as to what’s been happening in the Middle East? You’re going to get more innocent children killed with that stupidity. https://t.co/zsTrp511v2
oppose,Student_Marches,NRA's Dana Loesch Calls Parkland Survivors 'Bigots' Who Don't Take 'Action'  https://t.co/a26Z501G7C,That’s not at all what she said.  Stop lying. https://t.co/lyGM5PlXEs
neutral,Santa_Fe_Shooting,WATCH OUT: #NewMexico City Councilor @PatDavisNM is running for #Congress and has a foul message 🤬 for the NRA's 5M+ members. Check it out for yourself and use #DesperateDavis to let him know how you feel. #NRA #2A https://t.co/tXh0VcNk3p,"@NRA @PatDavisNM I think the punctuation is wrong..,
F_CK!!! The NRA! 😉"
neutral,General_Terms,"Outrage will ensue coming days over Trump betraying US intel &amp; bowing to Putin, but what is next. What if Trump or House GOP now seek to remove Rosenstein? Stops Mueller investigation in next few months? America moving quickly into institutional confrontation this summer",We must not allow the GOP to lie and bully their way out of this treason. If America fails the world will fails. https://t.co/LbVf9mnu5D
oppose,Santa_Fe_Shooting,,Refuse to be a victim? Wit the fuck is wrong w America?! The victims are the kids who don’t make it home because of school shootings because of this bullshit amendment that these fuckin lunatics are so proud of!!! https://t.co/zhB1JkAQo3
oppose,Student_Marches,"Bill Cosby paid $3.4m to silence woman he had sexually assaulted, prosecutor says https://t.co/Qw85QPFtxO","@guardian Fake news...Cosby didn't do any of this. The man already had a beautiful wife, no need to cheat."
oppose,Santa_Fe_Shooting,".@CNN Chief National Security Correspondent @jimsciutto and political correspondent @SaraMurray both tweeted that today’s deadly shooting brings the total number of U.S. school shootings in 2018 to 22.

https://t.co/8tNvoYiiL6 https://t.co/Q3jYahndSb","When your political agenda causes you to try to downplay # of school shootings, you tweet BS like this👇.

My daughter goes to high school. If some person fires a gun and injures or kills another at her school, I don't think I'll take much comfort in Daily Caller's definition. https://t.co/sD5xEBpOf0"
concur,Student_Marches,,@HeerJeet Not surprised to find out after reading this tweet I already had you on my lists for Fake News and @verified assholes.
concur,Iran_Deal,Former Obama security adviser Ben Rhodes tells how the media was a useful idiot in promoting the lie that the Obama Iran deal was a good deal!  https://t.co/XVGf1JYjL7,So fake news was alive and well back then too huh way to go media! https://t.co/RWgMrIXXDn
concur,Iran_Deal,"Well he was kinda busy NYT he most likely knew what the decision was before he left!

💥NY Times Rips Pompeo For Absence During Iran Deal Announcement. He Was Busy Rescuing Detainees In North Korea. ↘️

| Daily Wire https://t.co/0pmC4CsT0Q",FAKE NEW YOKE TIMES  TAMPON RAG   A FAILING  FAKE  NEWS  RAGS https://t.co/sgbyqIshKn
neutral,General_Terms,"Salty Home Alabama, Don't Start Believin', Smoke on the Dirt, Seven Nation Navy, Wonderceiling, In the Air Today, Run This Way, Back in White

Give me some more #AlternateUniverseSongs","@musiciswin Glad but False, Salty Adult O'yours, Fade to White."
concur,Iran_Deal,"Obama NEVER had the best interest of America in mind.

His goal was to weaken our military, destabilize Middle East, &amp; allow nuclear weapons to develop in IRAN.😡

Thank GOD for @POTUS Trump
erasing Obama's blunders.

""Iran lied. Big time.""
 - @netanyahu
https://t.co/9ga37McXJf","Now the Left say that we, by just uncovering their big 'LIE',  have now destabilized the ME.   WTH is wrong with them?   Kerry is saying everything was just fine till Netanyahu dug this up. https://t.co/nj1leWSq8Z"
concur,Santa_Fe_Shooting,"It has only been 87 days since the massacre at Marjory Stoneman Douglas High School, and the president of the @NRA says he wants to “counterpunch” the Parkland students. 

Despicable.",@MichaelSkolnik @NRA What is wrong with these people?
oppose,General_Terms,"-Brennan leaked the Dossier to Harry Reid
-Comey leaked to NYT
-Clapper lied under oath
-McCabe lied 3 times, faces criminal referral
-Strzok claims he wasn’t biased
-Rice blamed Benghazi on a video

If they still have a security clearance, of course they should lose it!","@Jim_Jordan Hey you lying dumbass, what about all that information you and Nunes leaked to the public and the tax payer dollars you are wasting on these phony conspiracy theories you keep perpetuating.  You accusing anyone of any wrong doing is like the pot calling the kettle the N word.🤨🙄"
neutral,General_Terms,@Twinkletoes1993 @acatherwoodnews @theresa_may Not easy at all through is it. You lost a vote get over it and move on.,"@LukeStallard1 @Twinkletoes1993 @acatherwoodnews @theresa_may The result of an advisory referendum was marginally Leave.
Leave not defined, but what was described in not what we are getting ;renember 'no downsides')

The Leave campaign characterised by being illegal, misleading and full of lies (£350m/week, Turjey joining EU etc.)"
oppose,Iran_Deal,,What a disgusting and dangerous pack of lies. Trump has destroyed the only thing that kept the Iranian nuclear program in line. #DisasterousDecision https://t.co/j6NtEIPxIo
neutral,Santa_Fe_Shooting,"“Your rights are under siege, but they will never, ever be under siege as long as I am your president!” @POTUS told @NRA attendees. “I’m a Christian, I’m a conservative, and I’m a card-carrying member of the NRA!” said @VP. Today? Thoughts and prayers. https://t.co/5EyAIEkDdy",Grieve? Bullshit. https://t.co/wTAuzJAJPZ
oppose,Student_Marches,,@NRA That’s a lie NRA. A bald faced gutless lie. These kids own you as seen by your pathetic desperate responses. Your panic Is showing
neutral,Student_Marches,"Wow. If Trump does any of the things written here so he can go after @Amazon and Bezos, this is identical to the abuse of power that were among Nixon's articles of impeachment. If this article is true, this guy's lawyers must be flipping out. Again. https://t.co/XxCjuGXHuF",@kurteichenwald @MalcolmNance @amazon There must be laws against this? Trump and his personal vendettas. He's lying and manipulating Amazon's stock. Every CEO in the country should be in an uproar.
neutral,General_Terms,Your hips can lie to me. I just want someone to talk to.,"@chrellsangel @RocksteadyRicky Hips might lie
D's don't"
oppose,Santa_Fe_Shooting,,@shannonrwatts @dbongino @NRATV @NRA Fake news alert!
oppose,Iran_Deal,In Dec 2017 the media was beside themselves claiming that #MichaelFlynn had violated the #LoganAct. Now #JohnKerry actually has &amp; they’re silent. #mediawatch #MediaBias  https://t.co/vEcrKODbXR,"@JackKingston Talk about FAKE NEWS!  Your post has more fertilizer than a huge pile of horse manure.

https://t.co/ZgahkDT5ch"
oppose,General_Terms,"I remain a proud conservative and Republican, but I resigned today as Belmont Co Ohio GOP Chairman. I did so as a matter of conscience, and my sense of duty.","Nope. Not gonna get kudos or sympathy from me. It took you 18 months of Trump being President to resign? Then your values still suck. Treason may make you resign, but what about bigotry? Lying? Making money on the taxpayers' dime? The children? Not enough to quit apparently... https://t.co/2sUTMrOTF9"
oppose,Santa_Fe_Shooting,"4% of the world’s population

42% of the world’s guns 

31% of mass shootings

216 school shootings since Columbine. 

These statistics should horrify every American.We have a gun violence epidemic in this country that can only be addressed with commonsense gun reform.","@SenFeinstein False.  We have a murderer problem, there are many more murderers who live here than in most other developed countries.  There are also a lot of countries with far more murderers than here, who also have stricter gun control.  So again: False."
neutral,General_Terms,"I would like to place a bet that within the next 12 months Trump will start a feud with the CarFox from the Carfax commercials. He will call him ""very smug and fake CarFox"" during a major televised address that he makes explicitly for that purpose.","@david_j_roth the fake CarFox, and his cousin the StarFox, this is why we need the Space Force, folks. i'm hiring this guy Andross, he's terrific. the best."
concur,Iran_Deal,,Liars lie - it's what they do! https://t.co/DnPYuU5BYc
neutral,Student_Marches,"""The only thing worse than having the FBI raid your office is having the FBI raid your lawyer's office."" @DavidCornDC on the FBI raiding Michael Cohen's office. #Hardball https://t.co/rIxPK8N8yl",@hardball @MSNBC @DavidCornDC Any fake news organization have a constitutional problem with this? Didn't think so!
neutral,General_Terms,Teenage boy left 'heartbroken' after school bans his talent show drag act https://t.co/VvYs7ppxyw,@SkyNews Country golden gate countries want fi rund in the dark ig light contradict with principle that there is dominant human illegal base wrong crim
neutral,Santa_Fe_Shooting,,"This is just wrong, this is why automatic and semi-automatic weapons should be illegal. The fact she wasn't surprised it happened in her school shows that this IS the culture now, children in US got to school thinking there is a chance that they're going to be shot at. https://t.co/CvBXc4GAn2"
oppose,General_Terms,"Today is an important day in our Parliamentary democracy. I am sure my fellow MP colleagues will rise to the occasion and ensure a constructive, comprehensive &amp; disruption free debate. We owe this to the people &amp; the makers of our Constitution. India will be watching us closely.",@narendramodi You prepared telling lies in parliament...
concur,General_Terms,"This rarely happens so I thought it was worth documenting.. Gentleman stops me at the hotel where the press are staging covering POTUS- asks if I’m part of the press corp.
I say yes— he replies 

“Thank you for your service, the First Amendment is so important right now.” #1A",@ryanobles lol #FakeNews from the #FakeNewsMedia.
concur,Santa_Fe_Shooting,"Arne Duncan, Peter Cunningham propose school boycott to push for gun control #2A &amp; No.@arneduncan  .@POTUS is #MAGA - https://t.co/04S0zC4NAd - @washtimes","@Dianestraley @arneduncan @POTUS @WashTimes What a load of BS!  Penalize the kids bc Congress won’t address the mental health issues in this country?  It’s not gun control, it’s mental health issues and parents not doing being parents!  It’s starts at home, period!"
concur,Iran_Deal,"""Poor egotistical Obama! Thought he was the world’s greatest painter &amp; now Trump has painted right over his canvass"" @DineshDSouza
Well said, Dinesh! It is happening and all he can do is watch. 
How sweet it is! 
 #IranDeal #ObamaLegacy
#IranDealWithdrawl #WednesdayWisdom #MAGA https://t.co/TGd2a7iX6N",And he will continue to paint over the fake obamaisms of past 8 years of Marxist ideology the 1/2 Black 1/2 white pretender forced on society. https://t.co/Xx8RubYv2N
oppose,Santa_Fe_Shooting,"""Members of Congress, VVIPs, athletes, entertainers and others get to have men and women with #firearms to protect them, while the same said imbeciles up on Capitol Hill want to take away your right to protect your kids. And @RepSwalwell has no answer for that."" —@dbongino #NRA https://t.co/yHigyphVuV","This is such bullshit. NRA wants to sell guns. They dont car about kids. They have no right to talk about kids. They're using them as human shields to distract from.all the shooting. If they cared, they wouldn't rail against any measure that includes gun reform. https://t.co/m8k5ytyrNN"
